state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
OH,133,area_code_408,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,1,74.91,693.0,289,0.10809523809523809
TN,94,area_code_408,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0,59.35,561.3000000000001,290,0.10573668270087297
MA,69,area_code_510,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,0,67.65,671.8000000000001,243,0.10069961298005359
MI,146,area_code_408,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1,50.150000000000006,494.09999999999997,324,0.10149767253592393
TX,119,area_code_510,0,0,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1,47.48,557.7,317,0.08513537744306973
NH,142,area_code_408,1,1,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,0,58.11,578.3,292,0.10048417776240706
MD,123,area_code_408,0,0,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,0,65.36,637.0,266,0.10260596546310832
MS,101,area_code_408,0,0,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,1,80.01,803.7,364,0.09955207166853304
AZ,43,area_code_415,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,0,64.36,667.5,342,0.09641947565543071
IN,69,area_code_408,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,0,62.57000000000001,653.5,291,0.0957459831675593
NY,15,area_code_510,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,0,51.32,596.9,249,0.08597755067850561
WI,107,area_code_510,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0,64.38,574.2,291,0.11212121212121211
WV,67,area_code_510,0,0,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,0,57.04,595.1999999999999,347,0.09583333333333334
NY,99,area_code_415,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0,55.629999999999995,569.4,283,0.09769933263083948
OK,46,area_code_415,0,0,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,0,57.4,604.6,390,0.09493880251405888
NC,55,area_code_408,1,0,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,0,64.84,631.5,334,0.10267616785431513
KY,39,area_code_415,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1,82.26,743.4,369,0.1106537530266344
TX,92,area_code_510,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0,50.25,525.7,385,0.09558683659882061
CT,56,area_code_415,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,1,55.76,581.6999999999999,297,0.09585697094722366
NE,76,area_code_415,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1,79.13,752.3000000000001,299,0.10518410208693339
HI,132,area_code_408,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,0,65.74000000000001,638.6,238,0.10294393986846227
SC,140,area_code_510,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,0,52.66,525.1,278,0.10028565987430964
AK,51,area_code_510,1,1,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,0,52.12,541.0999999999999,301,0.0963223064128627
SD,27,area_code_408,0,0,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,0,70.79,646.0,294,0.10958204334365326
ID,224,area_code_510,0,0,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,0,45.080000000000005,509.09999999999997,314,0.08854841877823612
OK,105,area_code_510,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1,47.16,445.59999999999997,301,0.10583482944344703
WA,117,area_code_408,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,0,63.59,570.6999999999999,273,0.11142456632206064
SD,91,area_code_415,0,0,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1,48.5,475.90000000000003,342,0.10191216642151711
OH,135,area_code_415,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0,64.48,557.6999999999999,274,0.11561771561771564
VA,146,area_code_415,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,0,63.14,661.0999999999999,266,0.09550748752079868
WI,147,area_code_415,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,1,63.11,563.1999999999999,356,0.11205610795454547
IN,68,area_code_510,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1,78.80000000000001,786.4999999999999,351,0.10019071837253658
NM,68,area_code_408,0,0,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0,48.300000000000004,535.1000000000001,313,0.090263502149131
HI,86,area_code_408,0,1,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,0,59.809999999999995,581.6,328,0.10283700137551581
KY,131,area_code_415,0,0,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0,60.42,643.8,335,0.09384902143522834
OH,86,area_code_415,0,1,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,0,70.35000000000001,706.5,307,0.09957537154989385
VT,159,area_code_415,0,0,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,1,75.08,696.6,311,0.10778064886592018
AZ,134,area_code_415,0,1,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,0,47.790000000000006,532.3,269,0.08978019913582568
VT,113,area_code_510,0,0,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,0,69.14,684.1,282,0.10106709545388101
MO,132,area_code_408,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0,64.58,623.8,347,0.1035267714010901
AL,85,area_code_415,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0,65.38,638.9000000000001,232,0.10233213335420252
NJ,93,area_code_510,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,1,61.01,552.5,372,0.11042533936651583
WA,174,area_code_408,0,1,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,1,55.75000000000001,517.6,322,0.10770865533230295
NY,61,area_code_415,0,0,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,0,58.39,577.9,312,0.10103824191036512
DC,91,area_code_415,0,1,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0,43.85,390.29999999999995,318,0.11234947476300283
NE,88,area_code_408,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0,64.74000000000001,649.3,328,0.0997073771754197
MA,88,area_code_408,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0,44.050000000000004,555.5999999999999,369,0.07928365730741543
VT,195,area_code_415,0,1,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,0,70.86999999999999,670.6,289,0.10568147927229345
NM,182,area_code_415,0,0,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0,44.63999999999999,562.5999999999999,323,0.07934589406327765
CO,118,area_code_408,0,0,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,0,62.69,634.5000000000001,235,0.09880220646178091
NH,103,area_code_408,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1,52.730000000000004,551.3,371,0.09564665336477418
IL,65,area_code_510,0,0,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0,54.42,524.4,285,0.10377574370709383
UT,61,area_code_408,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0,46.15,420.9,314,0.10964599667379425
WV,172,area_code_415,0,0,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0,68.22000000000001,718.5999999999999,347,0.09493459504592265
NJ,72,area_code_415,0,0,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0,55.21,562.5,323,0.09815111111111112
NM,113,area_code_510,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0,57.5,627.9,315,0.09157509157509158
ND,177,area_code_408,0,0,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0,61.21,605.9000000000001,331,0.1010232711668592
WA,100,area_code_408,0,0,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1,43.33,526.7,328,0.08226694513005504
NM,67,area_code_415,0,0,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,0,64.82,629.3000000000001,310,0.10300333704115681
DE,136,area_code_415,0,0,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,0,43.2,450.09999999999997,332,0.09597867140635416
GA,71,area_code_415,0,0,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0,65.54,577.3000000000001,350,0.11352849471678503
HI,134,area_code_408,0,0,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,0,71.72,725.4,363,0.09886958919216984
CT,124,area_code_415,0,0,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0,63.379999999999995,732.9,305,0.08647837358439077
NJ,84,area_code_415,0,0,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0,62.919999999999995,645.1999999999999,353,0.09752014879107254
ME,39,area_code_408,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0,55.04,564.3,314,0.09753677122098176
OK,110,area_code_510,0,0,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0,50.54,444.1,315,0.11380319747804547
TN,102,area_code_510,0,0,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,0,50.28,530.4000000000001,297,0.09479638009049772
WY,70,area_code_415,0,0,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,0,58.24,607.1,360,0.09593147751605996
NY,142,area_code_415,0,0,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,0,55.059999999999995,579.4,289,0.09502934069727303
DE,81,area_code_510,1,0,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0,66.09,566.5999999999999,272,0.11664313448641019
RI,17,area_code_415,0,0,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,0,62.17,699.3000000000001,316,0.08890318890318889
PA,119,area_code_408,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,1,79.03,755.7,261,0.1045785364562657
HI,105,area_code_415,0,0,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1,84.92999999999999,794.3,332,0.10692433589323933
MD,108,area_code_415,1,1,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1,51.0,555.4,306,0.09182571119913577
VA,90,area_code_415,0,0,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0,38.54,415.29999999999995,362,0.09280038526366483
IN,100,area_code_415,0,1,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,0,58.09,484.8,370,0.11982260726072608
OR,155,area_code_408,0,1,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0,51.150000000000006,578.0999999999999,269,0.08847950181629478
AZ,113,area_code_510,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,1,51.669999999999995,543.1,308,0.09513901675566193
WI,123,area_code_415,0,0,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,0,56.7,593.8,274,0.09548669585719098
VA,145,area_code_408,0,0,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,0,59.629999999999995,622.0,349,0.09586816720257234
MO,42,area_code_415,0,0,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,0,63.35,673.0,287,0.09413075780089153
NV,125,area_code_510,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0,57.480000000000004,598.4,305,0.09605614973262033
HI,131,area_code_415,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,0,58.660000000000004,604.2,293,0.09708705726580602
WA,107,area_code_415,0,0,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,0,68.17999999999999,603.5999999999999,237,0.11295559973492379
IL,48,area_code_408,0,0,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,0,58.9,552.5,267,0.10660633484162896
IL,76,area_code_510,0,0,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,0,62.17,636.3,300,0.09770548483419772
LA,128,area_code_415,0,0,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,0,59.230000000000004,653.5,328,0.09063504208110176
WI,73,area_code_415,0,0,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,0,60.43000000000001,617.4,291,0.09787819889860708
TX,52,area_code_415,0,0,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,1,47.5,471.5,306,0.1007423117709438
MI,126,area_code_415,1,1,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,0,46.52000000000001,469.90000000000003,347,0.09899978718876358
NC,124,area_code_415,0,0,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0,58.989999999999995,594.8000000000001,334,0.0991761936785474
WA,137,area_code_408,0,0,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,0,67.62,666.8000000000001,355,0.10140971805638872
ND,71,area_code_510,0,0,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1,76.00999999999999,721.4,320,0.10536456889381757
NE,139,area_code_415,0,0,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,0,63.720000000000006,617.5,285,0.10319028340080973
MS,107,area_code_510,0,1,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,0,62.0,578.3000000000001,260,0.10721079024727649
KY,147,area_code_408,0,0,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,0,63.31,583.3,286,0.10853763072175554
RI,116,area_code_510,0,0,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,0,42.77,400.09999999999997,289,0.10689827543114223
NY,60,area_code_510,0,1,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,0,67.85,672.9,277,0.10083221875464407
TX,38,area_code_510,0,0,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,0,40.61,375.4,274,0.10817794352690464
DE,63,area_code_408,0,0,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,0,51.42999999999999,540.0,299,0.09524074074074072
NM,94,area_code_415,0,0,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0,53.07000000000001,612.4,329,0.08665904637491836
RI,131,area_code_415,0,0,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,0,45.279999999999994,465.0,359,0.0973763440860215
MS,158,area_code_510,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0,57.349999999999994,563.5,298,0.10177462289263531
NY,139,area_code_510,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,1,67.21,629.9,337,0.10669947610731861
NE,77,area_code_415,0,0,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,0,55.6,590.6,343,0.09414155096512021
WI,140,area_code_415,0,0,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0,53.24,557.3,315,0.09553202942759735
KY,72,area_code_408,0,0,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,0,55.8,543.9,303,0.10259238830667403
SD,52,area_code_510,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,0,54.24,603.8,296,0.0898310698906923
VA,103,area_code_510,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0,59.51,601.9000000000001,325,0.0988702442266157
KS,74,area_code_415,0,1,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0,69.07000000000001,728.9000000000001,319,0.09475922623130745
ND,124,area_code_415,0,0,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,0,56.83,555.4000000000001,281,0.10232265034209577
CO,85,area_code_510,0,1,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,0,76.94000000000001,678.6999999999999,304,0.1133637837041403
KY,113,area_code_408,0,1,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,1,55.13,599.5,246,0.09195996663886573
WA,71,area_code_408,0,0,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,0,46.27,468.69999999999993,298,0.09871986345210158
NV,177,area_code_415,0,1,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0,68.30000000000001,652.0999999999999,295,0.10473853703419723
SC,49,area_code_415,1,0,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1,69.94999999999999,630.1,305,0.11101412474210441
RI,106,area_code_510,1,0,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,1,59.97,549.8,253,0.10907602764641688
ID,60,area_code_510,0,0,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,0,63.89,609.8,248,0.10477205641193835
KY,43,area_code_408,0,0,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,0,59.800000000000004,646.6,303,0.09248376121249614
ME,66,area_code_510,0,0,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,0,52.23,585.8,360,0.0891601229088426
SD,125,area_code_415,0,0,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,0,62.5,628.0,257,0.09952229299363058
SC,114,area_code_510,0,1,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,0,56.209999999999994,604.8000000000001,275,0.0929398148148148
TN,112,area_code_415,0,0,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,1,77.13999999999999,674.1,315,0.11443406022845273
MT,101,area_code_408,0,1,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,0,49.93000000000001,535.5000000000001,327,0.09323996265172735
WI,70,area_code_415,0,0,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,0,23.25,313.0,273,0.0742811501597444
AK,59,area_code_408,0,0,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,0,50.32,475.49999999999994,329,0.10582544689800212
AZ,59,area_code_408,0,0,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,0,54.14000000000001,560.5,299,0.09659232827832294
MT,124,area_code_415,0,1,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,0,60.300000000000004,645.3,227,0.09344490934449094
DE,99,area_code_415,0,0,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,0,55.550000000000004,593.9,317,0.09353426502778246
VA,150,area_code_510,0,0,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,0,58.66,578.0,317,0.10148788927335639
MA,81,area_code_510,0,0,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,0,60.489999999999995,560.8000000000001,269,0.10786376604850212
IN,86,area_code_510,0,0,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,0,70.26,701.1,286,0.10021394950791614
MD,84,area_code_510,0,0,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,0,49.5,435.90000000000003,267,0.11355815554026152
NV,118,area_code_510,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0,78.37,741.6000000000001,342,0.10567691477885652
CO,89,area_code_415,0,0,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,0,66.42,672.4,344,0.09878048780487805
KS,93,area_code_415,0,0,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,0,67.28,575.0000000000001,276,0.1170086956521739
AR,85,area_code_415,0,0,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,0,43.26,471.9,285,0.09167196439923712
WY,160,area_code_408,0,0,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,0,40.69,447.2,274,0.09098837209302325
PA,28,area_code_415,0,0,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,0,53.71999999999999,532.4,297,0.10090157776108188
TX,73,area_code_408,0,0,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,1,76.36999999999999,689.5,343,0.11076142131979694
NY,156,area_code_408,0,0,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,0,60.58999999999999,631.9999999999999,336,0.09587025316455697
OR,33,area_code_415,1,0,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,0,58.199999999999996,555.1999999999999,347,0.1048270893371758
CA,77,area_code_510,0,0,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,0,63.11,643.5999999999999,271,0.09805779987569921
NY,119,area_code_415,0,0,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,0,51.93,546.0,284,0.09510989010989011
AR,91,area_code_510,0,1,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,0,57.59,557.7,276,0.10326340326340326
MI,102,area_code_510,0,0,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,0,71.14,670.1,307,0.10616325921504252
OK,86,area_code_415,0,1,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,0,68.36999999999999,570.1,311,0.11992632871426064
TX,82,area_code_415,0,0,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,0,48.13,502.3,307,0.09581923153493928
NC,89,area_code_408,0,0,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,0,45.24,479.09999999999997,367,0.0944270507201002
ID,86,area_code_415,0,0,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,0,60.629999999999995,589.3,326,0.10288477855082301
IL,134,area_code_408,0,0,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,0,50.63,474.1,311,0.10679181607255853
OR,92,area_code_415,0,0,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,0,59.81999999999999,560.5,274,0.10672613737734164
SD,87,area_code_510,0,0,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,0,57.940000000000005,553.6,286,0.10466040462427746
NE,64,area_code_408,0,0,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0,67.37,569.0,290,0.11840070298769773
RI,80,area_code_510,0,0,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,0,66.99000000000001,649.2,305,0.10318853974121997
MD,165,area_code_415,0,1,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,0,54.38,542.2,327,0.10029509406123202
ID,153,area_code_415,0,1,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,0,60.7,625.9,324,0.09698034829845024
ME,41,area_code_415,0,1,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,0,58.72,545.2,293,0.10770359501100513
SD,108,area_code_415,0,0,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,0,71.57000000000001,692.7,273,0.10332034069582792
NY,104,area_code_415,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,0,59.269999999999996,577.6999999999999,318,0.1025965033754544
DE,115,area_code_408,0,0,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,0,47.900000000000006,494.1,257,0.09694393847399313
OK,87,area_code_415,0,0,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0,55.49,507.59999999999997,307,0.1093183609141056
SC,159,area_code_415,0,1,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0,55.209999999999994,544.4,277,0.10141440117560617
IN,119,area_code_510,0,0,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0,54.49,542.4,366,0.1004609144542773
NV,69,area_code_415,0,0,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,0,57.95,617.9,335,0.0937854021686357
IL,87,area_code_408,1,1,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,0,58.050000000000004,595.4,341,0.09749748068525362
